175.214	1525718536	634444
177.195	1525718536	634444
173.032	1525718536	634444
42.144	1525718541	169781
43.047	1525718541	169781
42.19	1525718541	169781
213.284	1525718543	773328
213.31	1525718543	773328
213.066	1525718543	773328
2.802	1525718549	12297
2.788	1525718549	12297
2.962	1525718549	12297
124.017	1525718550	466823
125.163	1525718550	466823
124.376	1525718550	466823
246.548	1525718554	872078
245.558	1525718554	872078
247.657	1525718554	872078
160.871	1525718560	590947
160.344	1525718560	590947
160.245	1525718560	590947
69.864	1525718565	270297
69.662	1525718565	270297
69.947	1525718565	270297
284.19	1525718567	985424
278.909	1525718567	985424
276.745	1525718567	985424
25.614	1525718574	105112
27.792	1525718574	105112
26.05	1525718574	105112
