368.545	1525718536	634444
370.278	1525718536	634444
367.155	1525718536	634444
91.251	1525718541	169781
90.767	1525718541	169781
91.25	1525718541	169781
451.038	1525718543	773328
452.49	1525718543	773328
450.855	1525718543	773328
7.19	1525718549	12297
5.949	1525718549	12297
5.927	1525718549	12297
266.44	1525718550	466823
265.969	1525718550	466823
266.134	1525718550	466823
515.127	1525718554	872078
519.559	1525718554	872078
515.267	1525718554	872078
373.215	1525718560	590947
371.235	1525718560	590947
367.611	1525718560	590947
149.671	1525718565	270297
151.203	1525718565	270297
149.58	1525718565	270297
587.475	1525718567	985424
587.503	1525718567	985424
586.497	1525718567	985424
54.609	1525718574	105112
57.306	1525718574	105112
57.751	1525718574	105112
